scenario_id,group_count,group_probability,group_ci_low,group_ci_high,selected_weight_normalized,selected_mass_total,scenario_type,selection_note,knockout_initial_elos_source,annex_c_option,advanced_third_groups,champion_after_conditional_ko,group_orders
C01,0,nan,nan,nan,1.0,nan,consensus_marginal,Constructed from each group's modal order and the eight groups with the largest third-place qualification probability; not an exact sampled scenario.,unconditional_group_terminal_mean_n=100000,37,C/D/E/F/G/I/K/L,,A:Mexico > South Korea > Czech Republic > South Africa | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Brazil > Morocco > Scotland > Haiti | D:Turkey > United States > Paraguay > Australia | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Japan > Netherlands > Tunisia > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:France > Senegal > Norway > Iraq | J:Argentina > Austria > Algeria > Jordan | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:England > Croatia > Panama > Ghana
